sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
217	PXD012203-Sample-217	disease	characteristics[disease]	alzheimer’s disease, healthy	biological_agent	profiled the mitochondrial proteomes in human brain tissues of healthy and AD individuals.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
217	PXD012203-Sample-217	biological_replicate	characteristics[biological replicate]	3	experimental_design_agent	We pooled two brain tissues in early onset AD and their age-matched control while old onset AD and control include five-tissue specimen.	LLM_ONLY	0.5	low	False	False	3	source_precedence:experimental_design_agent	derived
217	PXD012203-Sample-217	age	characteristics[age]	68.0 ± 2.0 and 83.8 ± 3.5 years old	biological_agent	We explored the human brain proteome of medial frontal gyrus of 68.0 ± 2.0 and 83.8 ± 3.5 years old women AD patients with their age-matched non-demented controls using iTRAQ quantitative mass spectrometric technique.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
217	PXD012203-Sample-217	assay_name	assay name	run 55	derived								legacy_derivation	derived
217	PXD012203-Sample-217	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
217	PXD012203-Sample-217	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
217	PXD012203-Sample-217	label	comment[label]	iTRAQ114	technical_agent				medium	False	False	iTRAQ, label-free	source_precedence:technical_agent	derived
217	PXD012203-Sample-217	instrument	comment[instrument]	NT=Q Exactive;AC=MS:1001911	technical_agent				high	False	False		source_precedence:technical_agent	derived
217	PXD012203-Sample-217	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
217	PXD012203-Sample-217	fraction_identifier	comment[fraction identifier]	60	experimental_design_agent	sixty fractions were collected using an automated fraction collector.	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
217	PXD012203-Sample-217	technical_replicate	comment[technical replicate]	3	experimental_design_agent	iTRAQ experiment was performed in triplicate.	LLM_ONLY	0.5	low	False	False		source_precedence:experimental_design_agent	derived
217	PXD012203-Sample-217	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	aggregate								source_precedence:aggregate	derived
217	PXD012203-Sample-217	factor_value	factor value[experimental design]	condition (early-onset AD, late-onset AD, non-demented controls)	experimental_design_agent	We termed 68.0 ± 2.0 years AD patients as an early-onset AD... and 83.8 ± 3.5 years AD patients as a late-onset AD... non-demented controls	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
217	PXD012203-Sample-217	modification	comment[modification parameters]	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	derived								legacy_derivation	derived
217	PXD012203-Sample-217	precursor_tolerance	comment[precursor mass tolerance]	7 ppm	derived								legacy_derivation	derived
217	PXD012203-Sample-217	fragment_tolerance	comment[fragment mass tolerance]	12 ppm	derived								legacy_derivation	derived
217	PXD012203-Sample-217	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
217	PXD012203-Sample-217	data_file	comment[data file]	140725_Sunil_iTRAQ_AD_05_C.raw	derived								legacy_derivation	derived
217	PXD012203-Sample-217	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
217	PXD012203-Sample-217	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v0.1.0	derived								legacy_derivation	derived
217	PXD012203-Sample-217	factor_disease	factor value[disease]	alzheimer’s disease, healthy	derived								legacy_derivation	derived
218	PXD012203-Sample-218	source_name	source name	PXD012203-Sample-218	derived								legacy_derivation	derived
218	PXD012203-Sample-218	organism	characteristics[organism]	Homo sapiens	biological_agent	profiled the mitochondrial proteomes in human brain tissues of healthy and AD individuals.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
218	PXD012203-Sample-218	organism_part	characteristics[organism part]	medial frontal gyrus	biological_agent	We explored the human brain proteome of medial frontal gyrus of 68.0 ± 2.0 and 83.8 ± 3.5 years old women AD patients with their age-matched non-demented controls using iTRAQ quantitative mass spectrometric technique.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
218	PXD012203-Sample-218	disease	characteristics[disease]	alzheimer’s disease, healthy	biological_agent	profiled the mitochondrial proteomes in human brain tissues of healthy and AD individuals.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
218	PXD012203-Sample-218	biological_replicate	characteristics[biological replicate]	3	experimental_design_agent	We pooled two brain tissues in early onset AD and their age-matched control while old onset AD and control include five-tissue specimen.	LLM_ONLY	0.5	low	False	False	3	source_precedence:experimental_design_agent	derived
218	PXD012203-Sample-218	age	characteristics[age]	68.0 ± 2.0 and 83.8 ± 3.5 years old	biological_agent	We explored the human brain proteome of medial frontal gyrus of 68.0 ± 2.0 and 83.8 ± 3.5 years old women AD patients with their age-matched non-demented controls using iTRAQ quantitative mass spectrometric technique.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
218	PXD012203-Sample-218	assay_name	assay name	run 55	derived								legacy_derivation	derived
218	PXD012203-Sample-218	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
218	PXD012203-Sample-218	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
218	PXD012203-Sample-218	label	comment[label]	iTRAQ115	technical_agent				medium	False	False	iTRAQ, label-free	source_precedence:technical_agent	derived
218	PXD012203-Sample-218	instrument	comment[instrument]	NT=Q Exactive;AC=MS:1001911	technical_agent				high	False	False		source_precedence:technical_agent	derived
218	PXD012203-Sample-218	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
218	PXD012203-Sample-218	fraction_identifier	comment[fraction identifier]	60	experimental_design_agent	sixty fractions were collected using an automated fraction collector.	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
218	PXD012203-Sample-218	technical_replicate	comment[technical replicate]	3	experimental_design_agent	iTRAQ experiment was performed in triplicate.	LLM_ONLY	0.5	low	False	False		source_precedence:experimental_design_agent	derived
218	PXD012203-Sample-218	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	aggregate								source_precedence:aggregate	derived
218	PXD012203-Sample-218	factor_value	factor value[experimental design]	condition (early-onset AD, late-onset AD, non-demented controls)	experimental_design_agent	We termed 68.0 ± 2.0 years AD patients as an early-onset AD... and 83.8 ± 3.5 years AD patients as a late-onset AD... non-demented controls	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
218	PXD012203-Sample-218	modification	comment[modification parameters]	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	derived								legacy_derivation	derived
218	PXD012203-Sample-218	precursor_tolerance	comment[precursor mass tolerance]	7 ppm	derived								legacy_derivation	derived
218	PXD012203-Sample-218	fragment_tolerance	comment[fragment mass tolerance]	12 ppm	derived								legacy_derivation	derived
218	PXD012203-Sample-218	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
218	PXD012203-Sample-218	data_file	comment[data file]	140725_Sunil_iTRAQ_AD_05_C.raw	derived								legacy_derivation	derived
218	PXD012203-Sample-218	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
218	PXD012203-Sample-218	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v0.1.0	derived								legacy_derivation	derived
218	PXD012203-Sample-218	factor_disease	factor value[disease]	alzheimer’s disease, healthy	derived								legacy_derivation	derived
219	PXD012203-Sample-219	source_name	source name	PXD012203-Sample-219	derived								legacy_derivation	derived
219	PXD012203-Sample-219	organism	characteristics[organism]	Homo sapiens	biological_agent	profiled the mitochondrial proteomes in human brain tissues of healthy and AD individuals.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
219	PXD012203-Sample-219	organism_part	characteristics[organism part]	medial frontal gyrus	biological_agent	We explored the human brain proteome of medial frontal gyrus of 68.0 ± 2.0 and 83.8 ± 3.5 years old women AD patients with their age-matched non-demented controls using iTRAQ quantitative mass spectrometric technique.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
219	PXD012203-Sample-219	disease	characteristics[disease]	alzheimer’s disease, healthy	biological_agent	profiled the mitochondrial proteomes in human brain tissues of healthy and AD individuals.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
219	PXD012203-Sample-219	biological_replicate	characteristics[biological replicate]	3	experimental_design_agent	We pooled two brain tissues in early onset AD and their age-matched control while old onset AD and control include five-tissue specimen.	LLM_ONLY	0.5	low	False	False	3	source_precedence:experimental_design_agent	derived
219	PXD012203-Sample-219	age	characteristics[age]	68.0 ± 2.0 and 83.8 ± 3.5 years old	biological_agent	We explored the human brain proteome of medial frontal gyrus of 68.0 ± 2.0 and 83.8 ± 3.5 years old women AD patients with their age-matched non-demented controls using iTRAQ quantitative mass spectrometric technique.	LLM_ONLY	0.5	high	False	False		source_precedence:biological_agent	derived
219	PXD012203-Sample-219	assay_name	assay name	run 55	derived								legacy_derivation	derived
219	PXD012203-Sample-219	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
219	PXD012203-Sample-219	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
219	PXD012203-Sample-219	label	comment[label]	iTRAQ116	technical_agent				medium	False	False	iTRAQ, label-free	source_precedence:technical_agent	derived
219	PXD012203-Sample-219	instrument	comment[instrument]	NT=Q Exactive;AC=MS:1001911	technical_agent				high	False	False		source_precedence:technical_agent	derived
219	PXD012203-Sample-219	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
219	PXD012203-Sample-219	fraction_identifier	comment[fraction identifier]	60	experimental_design_agent	sixty fractions were collected using an automated fraction collector.	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
219	PXD012203-Sample-219	technical_replicate	comment[technical replicate]	3	experimental_design_agent	iTRAQ experiment was performed in triplicate.	LLM_ONLY	0.5	low	False	False		source_precedence:experimental_design_agent	derived
219	PXD012203-Sample-219	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	aggregate								source_precedence:aggregate	derived
219	PXD012203-Sample-219	factor_value	factor value[experimental design]	condition (early-onset AD, late-onset AD, non-demented controls)	experimental_design_agent	We termed 68.0 ± 2.0 years AD patients as an early-onset AD... and 83.8 ± 3.5 years AD patients as a late-onset AD... non-demented controls	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
219	PXD012203-Sample-219	modification	comment[modification parameters]	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	derived								legacy_derivation	derived
